NU_INSCRICAO,NU_NOTA_MT
85635f7bc28c2a6cef26da5a20bf1c80ccc4f9b5,654.5307964613337
13377ed3698676358403b48d0eda8c7ee1d6aecc,630.0112912338878
872b9791ddd885f1dbbdc434b7b3f6621d277edc,646.8396442464289
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,609.4252925715077
dfec3182aec0997207e0845b072498065ec89aac,618.1556740976206
1bd11a80b10302f02376d8b755ca5a296eea87ac,646.5037070086664
bbbd21500338762a2e766e1f1e329f56dd1ad7b5,620.1877057675842
43abfac89c4274d0247013b7f4a72ae44f40b690,612.290380457473
968113765be995587d313248ca74216603daac3e,627.5384015221048
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,629.9584782096786
f8d2cb16b7a5e174fcc2b76d18f7d4fdd7ed13e6,619.3634983788834
c12bc5ad48c163a8e656bd501d58526c53fd549a,636.1657366874207
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,634.3649589402971
39f3b003b013995457d88d0f976e589375ea381c,620.2489385138997
a40bcb038126e8fcc18613587d349c451b17495e,620.504189144329
dd89be9611dd1e70f883c325c3de4bfd4beddd54,613.0409462231912
7cfb8c37201ba2d427383e3453bf4d17cf140c12,629.8765168408991
9b3ba216b99a9facb99d291a24ba7f31f7c16d47,615.0552833150049
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,604.9324810316542
baf4a7108d45405b3534a38d5429d88941445dac,627.927648312561
9517e5c256bdf549cc3b44ca54fc9bb3a07fca39,633.7807819231529
6b6eee04163a5cd03fd3b7ae6c5dc1aabe77be1b,630.931555389108
d302df44c6e15373315852331ebd3b6dbbb4f2cc,604.4375030556328
17a85e2166e19b1993126fbff01206beae738a06,636.6201215722507
ca044ecc0326ffc8dd05e80824b936d3a4a9e4f8,609.8842686191267
05cc0fefcd5249faea8b0be3650b1d3967f18bba,618.009101983425
188cde61038965b9bc1c874f7d81f3fd7c3815f0,628.0588373846002
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,608.8287629225904
95b67d2b35b0e9d32ffa518017824bb909f823ff,607.7183972974583
728d4f7e0de8aedb110fca556c3f420baf4aba76,616.7492764466436
9339e7edd9c9f1fd6315d21cfa5b8a1cbfecccba,631.6395004854888
3b618106b573abf76aa2e1ad59e450fd001d170f,616.1823426714241
c5531d2aa3fd138c8299965f439e41b537f651be,614.4335455016837
418d7059d5266d440e6e6d952d1091955e8e096a,631.5848502871547
70a452eb2468fab6734007b7fbca04d798a577d4,622.3658590005286
12c05e6694dce92588eece24fa662795854d0e98,588.8453763444057
5bf6ce34f1392550bb2ee34e9800fd6df70f8c12,629.2480772485754
0afec8105321cc0f9a0324bfc8412407aeb0b393,592.2673358499683
1ebb9d6032291ece52576d2d08192d9b2b99f454,603.5995418942591
8d8d43a5fb49c4086eefacf447ef86e87f028ef8,583.0263819984228
f543e99e6fcdc84f43b60ea4dbf67ec2442d3e4c,611.9334924479364
628fe288ac53f69493a3f01e152a286b53ad57ca,621.6622183311493
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,597.531044644323
915efb3607fea8a03fd1edb816c912cc537edb9b,589.0172746663877
a945e7b0eedbc6722edf61c6e9115199efa0e79b,617.7786926057161
ae275ec587fa99cbc535a14b099e9a53418ad6f5,614.089403775871
bc764ff3e2905ae18491fcc46b2cf1812bf43771,630.5630994567454
511409d7b89bbdc33908a9f7d8a88281725d30f7,624.8231309776684
e3929d32c498f8e45ae326017cf7c60308880d94,592.1581961517394
62aa292ddac5303a7e26b8e468ef64fccf5dcfb8,582.1585487098621
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,597.7449602748168
c227a7c44d82eb002eeb0f781cdfbdb811fbb730,609.7484957385474
1975e79c117bc46c8ff697f592f2984f6f40cdd3,604.9961678152363
74fce1f1cb212c9bd565c567e67dd36c4c8f0195,600.6095555911332
c2cbe6a23cc008611e77294497830f9e92e8bc97,613.5507960285055
9d35e5d2e306fd79d30f24b5ea8a7cd3c14e02b3,599.4335413744316
f34a161eeb0416fc4b417e93ce97909636c524a9,608.1148904534036
449e100c1d2dc0a74be99f3aea887ac2c80af9cc,598.4170424646659
16be20b88a8268b954347612af7ab37636359355,575.9212646856057
4231b98f39f34149443bd70a4ccef54336a925b1,590.128891180872
a02d6a43329d2e80023cf23da55028036280c246,606.6134321121438
cc3750ac71c85cc688659b3eb20dc112738eb623,618.9666448377102
c67f68d848b822085a1e92da550c3d21d842f4be,598.6479951784281
df2acc0d65eae18026825eea094d5860a7596d0b,590.5453141795444
13258e7a59216312cc745f270451992c43865f20,610.0027096284987
0ce55320384c07cfa81d4f30ce0d5f9bc969f3bb,598.6845640210264
cdf374146e4cdc87ee18246b58bc5dcf7c1ae63c,605.1463187132667
6bf6f9858d22590c2995b336c209ecca4cdb1f6b,608.681632895458
3004e0b4f4b454854f0bb254473aa012e17071fd,592.2276198304838
6432732876989f4279e03bea20c37a21e0ce488d,610.1552792542582
76f4bd882da18961986d93e1bdfe2a2762e72af2,593.3596258230801
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,587.5807052125837
51ae593280f360e68b5400abcbb0d37f1ecade71,611.991054425472
505b45f607e646d9e390d32c3c11d4395a14b409,604.2087548053265
4fe366ad83dae670042477a8229997b93c30aed0,604.1876032520349
4abd3801858b276db1a70ee7e94c1d899b79e380,603.3773974810201
fa45a48b608c8215168f38f71211b0cb75479004,603.0084745006897
cd2034b4d3be8ece12fdb3bcb723ed8dc7d84e55,589.9158047925094
708f822e4db57aa0ad0fc7fcdec0dcb3fc9a0238,589.1010895781761
5fa5d2acc9f8a67fb4429935481b238e2bfc304f,588.4742894629144
859c3c94d0bc245c26422abb7f289331ef084797,572.6706446157069
8505a36d40a5b9a6844205417be6a6ab9ceb488e,587.5985371784728
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,602.2518072824856
153fa858e944b08dd072f907c4401d31068c530b,569.7252999347553
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,569.1888248532248
c66ecaee41d08c2aed17688c67f41ad749dd7e08,592.0358315142239
5546918b748940cb4bab283c64d31e9ee994c62a,587.4135926181704
fa6baa671257b7a761763e1f3d8b9207a57c0fde,585.3885016899948
52035d9090e03bcf4462068cdda2580caf632d85,606.4362759090271
816f7ef9ce56868b36b8cca7e59f674a9c4154b5,591.8846534174832
877d211218ebeeb5e8a374f9d8da398fe323ac88,592.5181648984694
b5dbdb4d7747a53958de12e38b50bdf742e44eb5,539.0765468273644
d9ebdc3a49cf89ab31aed88ee4791a9401dcb3ef,607.1622598741815
ef0c8452c51d4b04253bb4ad3772560d2e9e6794,577.0608647989441
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,596.7009825490642
ceb125e2a8f67106d58e63f317c812b764d3f725,583.9511580215825
685b9a65ae48916267ab7503f8f55a3a466abd77,612.6537517577169
4ec7d8138d3de89571df9ba0564a71cd3cb8ba07,591.3504352491515
e490a4b077b1d2750db453b48f6ad43a55cbedcb,593.6498822397178
f35249833d1bebb70b5fa6345904cb0e3f222600,595.3896767748556
d0c0ef316460a146fdb93b06ac40b136636181d5,620.9021578026205
ed815cb5a5ba04f4ec7d3c209b659d47790fa497,594.6559380313015
425b9425691ab3a12a19eb8553e6a66340827e6f,586.8924727580132
9a9a049c1ede532731ab8dd050f076bcf3ca912f,604.2055937345776
7b74c36d4bf559c5e934752d268ea03d8a124125,585.9542245915173
ae56e8b92f2c420f2834ec796dd8e17dd06a78ef,598.385515813502
39e2fabb3e18de72da9327553442c86659761fa9,585.0320859321965
867b2fbf177b95f1bd282985d7b117052853ad9f,586.297449482927
7e04ea623d05274165ac80eddae98d956cd1483f,599.0482046578757
de5a01f34e0029656f45f0f7c29d71f9a2d7be97,587.1135882199351
d43c8bc37d22f63102d62317b61cbcdb1331054c,603.7355254145599
9711deaac163efb67ebb06a389676b2aa97279bd,591.6017916270007
03c67f683a415c2ea09b582248bd4cb08528c19d,576.4876938669994
4ddc39ddcca2c01ee310e6153658564d07d69a63,580.41498624025
f15ba67882369b617b42295b716c82d8e5af5c70,590.0600308266061
5cf539ec5fbefdd7e36c73555623aef55261b30a,603.6227372158204
92b4e9df7e28d6036a43a0ff7bd4acf4a5cd1e79,591.9393830905803
bd6f17903c51d67ddc4dfb0ae966e71d6d7de048,569.3101019855773
38322f95e4b41e66fe73b075cf7a85d8eb1f4078,598.7765205917265
84323b71b3e94e9d38eff397d31288fadf0077db,591.2393440953208
75325ae04f42fc9c6840bbe1c1fe8277641b90d5,605.7718878370532
a448ecf06c50bac45592d241cfcffe8c91778336,596.5424572414454
f0d08da594cee151c351acda8e05cedb7aa8f2e6,580.635875986719
1f92470fe8137bcc16059dff0384cde43e2db448,583.2142107772023
cf62916c9829bd3ad05104151eee856d6de7ca1c,587.5058340546839
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,607.5216079722351
fc83a5c665f70f39b4c7d326118cbf21a898e660,586.2842737056467
208b03e228c504e12e4c700aac9495b94b4c7407,603.6163446533417
e254342fabb9a77fb9d3e975a61a3e30928adfda,593.7805637504642
c56c8f6ef684df4d961bf4184827f101203edc7d,590.6697308356479
168abc621aaee610809422b479954a580336ede9,588.7497748732374
02120ff284b0881ece778d68b6adf523440d0a43,578.8519026921566
6f6c43f2567f080b6cc85b120e03b4cb192888fe,552.4196013989094
4a77bec36c230119e16e282758ba9f3f18cec0fc,594.657529020041
c96431dd924f366d2229a7f1455388b8cd85be49,593.5518731442505
3de3c134579726fe4606b7a05f82ce19f00adb09,612.5884240671622
4b2b45e63a9d63a5f26ce7d20bbe3fbaed537633,558.4314796289698
9efc17958d1537e4f9208def7247264edd30cee7,589.3385008654203
082c3d2ba280f6190e82793d850c788800c0e9ae,579.106928054893
50e427449649dcf6ebe936aa3025313caf572fba,591.354689225485
361e50b12f2c48e381adc51e1306930d31df04a0,560.0889981269743
b74495dc73b8170e08569f50c37ef54f06cf5457,579.036437032521
7ecdbf15492309acef88a0cea8202c5f753f4be8,591.5896011688235
fa84edf183bd459ea9394d77bdc191683a75ff66,573.9589373779642
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,578.7766704617711
cee30066639835f12782e9590849ca897ac1b171,581.0222970056965
3b82aa7b223eb0709ce31521a160b8d012aee3f5,571.7379623700084
d4a6f040ed7cafd0ec70ef83181afa59b7b5ecc5,595.2345453338373
b26072005ef6318e6365d49229cc4ca9f278a92a,572.7642182925081
096c60e489ee4b472413b3314b29d40d6c448a4d,579.1785943551737
d1f6e0c6d574a1def695974263f5e1461d99e90f,582.7321475326848
cf8c613bc977e66c0ed898e2d80f47c916a1e466,579.9356135172636
b5284254d67bcf12aaef2f24a9906e9a7217258a,567.6932877222805
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,588.6786683691216
7cfc0106adedbc2997d97ba062c2d73a315735e9,572.4725679447364
19d05f1dc0b205cf6c8638bbfc335595ac7bb5a0,584.6196087722952
6be0f430c65f5f310cf8bcb7811e72977ab8a36b,580.144196032989
7cac92147c231453d98ad465b2c4a8bd28efd7f8,594.2653250729611
c8b1b80912f4ccbaf5afd458746443f62872b718,593.064589452097
42e41941b2e875c39adea29e0316d4463b645bc9,590.0657539495946
17b5dd38279725f7bf42fd672087d34581aac7fc,564.0554563993836
642d4d14f3a42c4c70371c9e647d87c350756dfa,605.6225070178549
6af857c10637e8e60ee8723080d306cf45181a2f,595.709736428891
9fdbef2e51bba75416a1b325388c7c55df863ec2,572.3727323809763
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,570.4516013503581
67855ef6e11f5d2c69aeca430ff04b83a97d045f,580.6273603400101
310c3f8dd45384575fa7e50214be3bdef8544d34,580.909651776886
fe819e9bb1d110d71dcf1aa143f3e0614ead0a87,599.0488737733475
bdca9aeb19521675af15f2c28d86f6bebc45a834,557.2048007800786
a191f5f6665a24cec34450aff3c69f68c0e0579d,594.8445100573407
f99ef219338343ac35a138627ab44549fcc9247d,587.7268028255984
a032c86d0903ec6cb708ee26590cc06c29a2a490,568.9136625080434
66374f3a36a6304383a3aed56d7b8d38edb872a7,579.4330012374817
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,579.6509024694598
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,585.5939270842614
f28551fb5c2f0ba556ba947fc5aeb5d946d7e003,581.950332120657
23aa1ab1064be4febd0b0e54f239176bac13d4a2,562.3372739906213
d5f9d8726f85a0e3e728a217f93035918648d315,555.6548800818276
97c20f6f8377abce03e1a8e94f3e9428a7692d5a,570.9441054810354
0ea9e7457fac2c575c13ebc83ad29d0c470d353c,599.9690719268579
f3269ce0d968a788d47c6f069c4a3df837c53198,563.2237766785183
e93eacd8df469abac6b8586456f9ff197a96df33,561.5103671170245
cfe5796a470dc7dfee92b593b530bfbed4596154,575.4344828001775
5d65e9ed84c9503381ea9667fc99e5df6297e0b8,568.517807949943
8e19e5d730aa06ec06279e0b711954526ac5fdf0,571.800029435258
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,577.4910389980226
8064c6c452997eb96ae79e2d5d3c348581e78b14,574.6777636647544
dae8ec06c8d2b4f1acfd4600272ca11e9b360239,553.1512177478363
72abb9585ff5fad1e243d34c7d1ad69e5ead1f5f,578.3908425762626
cdbc37753e75ff9e9084f74b9ea32790dc3021c8,548.6635383938042
d803d5c29d6c28e91d22c0b9400abd524a47d8aa,573.8173403455885
42d8dd907f98ffa9885c35b3bc70a1f3fba5dd2a,600.0161970640439
36f4cb4aab51be32fe82dd472b22b6afd3640cfb,564.0413568487671
528153c48ecb0f3be045b1089d4561e420d23789,576.5313010439636
da2d48a8443b76c28d3073a76005e912d2e152b4,533.9874395453451
b35a59f5b501ddad0acc4aa350f63618fec52203,564.7564984513104
261b29785844821814715b52511dbe7bc6905168,548.8147779256851
b337af487f7962a13cd01ff46a8ad018c36aae13,568.0604649362843
55d164170ddb6ebdac0ad6175a5f6b1344770b48,575.7742584390891
3c9a334da41db15852294edfa891312f5999a74e,565.3922869587522
01ece8c37e9e349da24020b3a914426b212bf893,561.5615097291272
21fd3328af19163fa8b6aa5379c514cbb80aa40c,602.346980635836
43ddd9a60b7f2cd6bf2567fd0bd3822bf590db93,595.7460255192102
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,564.1660045936314
5de642276a67326bda40eecc986314eec59dd821,565.8660639828068
038f4ea50e490ef4dc4a8a66d2a938fb5af4cfbb,573.9185332455
d0acd5258d606e92178448427c5c8b15ab1b4fc8,567.0871777273643
72ec2b6edc3bf09a65f6b902dca52df42576e513,567.5272245056622
9d01604c7a968a6f00b6097ebc24911909827b0b,573.5265047147382
a79252a30a98cb0b7c472126547f040b08f26258,559.9321687227429
c809774e530a33dfb2e8131fb2859acb1d60fc16,571.9300369586563
cd532929efcd6be773ba62fc83c631a77eb24e94,578.4334715000768
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,518.3885861592812
1e2bdf3db4cfe8a735053ac6fc31928cfe675822,578.0004708435857
5c1cef937c40bf8c30c119160bedde7ef679454e,565.525040430686
6aa29d2b50d16a4146a1a1b2093d193e8bfd02bd,584.4765904853834
1a61221eacf6d73d546249c7e12df7f16847ae57,557.2949114322241
ac112e94587e6e4249b7182329ee5a5040ae94ea,550.8826253993382
c9c320120b3e986326fd27c64ebafddcb8a34ae5,513.6735841788015
05a25962f9f30d8544842ec3d79244e99d11017b,581.3564945122043
951480dc61127a3ee870a21cee0d1867d830ccb0,585.6482079287911
b03c5ebab160571176fd665bad3b559d23d28f4d,574.5514418062662
b2b3409307137dbb8208e071880baaeab7ec17e0,569.033890402024
ed3238736f06e16b43a5f917369acfe02eb0446e,575.6926049833833
446ced3e5fde8d61781304cb4e9e9fe131628a50,559.1741145766127
bca16e9f2ebdd9fee3d9691d58d468262f1fc0ba,567.816933790116
655fa6306720ff16e825903b5422a46608a77545,574.0142476901952
741207dbac179e78eca28c705ef42e71f97b9a8a,567.3436281617305
6323f0dde023c4f57ca560fbabcda2129d92999f,565.8419220333028
20b0239ad3768ac025647a4114172ab3732b56cb,568.2665017655407
e720fd525ae844a709b93fdb28f7914c48d8160d,558.6464451836455
07c8954960c4774f911f34fc6ed6ecc80c418b3a,578.756602654337
f81906feca10f1eeb5153e9f662a06040dc795c9,564.3876746931355
f134e30c790c5b69c5c18a7d44a4cdc17276c3f2,559.0022604367913
d3cd2e161aad20ae308e31d5d8b50ae102515186,589.1992438053875
590de397312d2abf63ccd52fb8f46fa720b4284c,528.683616641996
9ae86ddfa4bab6a101f560fd2a97b8449af01f8b,545.3876046644135
66d78d057ab3627525fd82e85ac00b8efdc8df54,536.468212674012
e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,594.990887883792
85e6b7523bb635e5552fa91b4a79122118918668,548.6324952196791
ef893b76bc4d3d5b40904e5d3b4e43b1ce29635a,548.1467353840904
fad802fa30b02c02621a21979e3f570baf740f47,567.9409386218824
259303751b8f314105e5889e30e02c3c1a887c5a,560.3883518512246
bb012421e88a0ee1ba5eae1844981ead4ad0de14,582.8202119024071
6798578a55f6837578efc13df75af7044f25fc83,538.6503987199778
74b248a09e46df7999d7550e8a996eb8f1688cd0,566.7293960191313
8bc5a02113c1d872fd3d7c745df40e622400e51a,584.0077318339117
0705dd799fdfb87afaabd47edea984ee0f3ce74e,572.5411428517742
c362cf8c211484fe825398b73f5bf443cd3be5ea,564.8722839387401
111ba68358cff24e3f56637638ac63c490995e95,567.1881286483425
726756441f525880e8b6987fe2cb3e35b8bac203,545.2215908596826
9b806eb533bd862526dda78af1ff3dc9f083e840,562.0964019516524
15337a2a4015542f2d7ce166e1af4fa50bc00f06,558.0956861100301
4151ac5bfe7e1e0d813dcec7284aac4d5daf33d8,569.2446043784337
537e2b3126d1ac5dbbcfde55d0549dda561b575e,589.1017361401749
bdfbcecd2b9b0fb6e0ae83cfa0fe31aa8d697cae,556.6453264485938
02681b5c893b94db204713cb4b20dde6fc3f2f95,543.1587912456258
40e4c903604e672a031abf55a0e9d0be2499e19d,554.9144262400855
a696ba411198f3efa4ac94e1cf6969629f7e3fa9,571.4503513613688
a0aa9fc7fc96b991307d26231ac39c2e7ae664f6,573.5244822073972
5a74fe1978357687517961c52b82afca941dce50,579.6645202499111
91063e48f730917c0d9db5e5268073e1fc0ef9c1,556.7588625199276
36842230ef9a0dcb5d659866244e1632c86bd3d3,558.4183389449081
67ed24be449f80fe386b639038495f5a382b256e,565.7118157702524
62980b7abb1768ca53fe76039d00c32db1111dd1,543.3149635816109
4e78bb4060d2a5144782ebf3d740ee6d1af849ef,549.9429272792407
982fd0566d5924b506fe1477fda3513984c4c702,571.8717221849764
9b23673b3ccac52dcac8db1ae1e1940c04cf9f3b,562.3406999491939
0d607b93f4fb2c0bc4a101d049aaa2afd95c2403,527.2358165545621
63e7e834e16f11029f62736780b3a101cac5e5f8,572.0987635183762
dadc75b0b417846b97ec9da95ff2ba1506f5eeec,564.1930377827887
49350b0634798bde6649569eca496786e5d1bce7,560.440476516401
bfaf1cda0b828ceed6899354a8380dfc1425f1a4,555.7672080348948
41f00df481bbaa9a288fc8d83ebe024d1ed1176e,570.1111007658726
0cc89d9d493ab99eb527d96f179405e0ca9fe5cd,544.9745831422965
5ee973233d3b2c539c826b43b78ec1b5f5840f08,553.6410097206899
6d4020e289006dd2b3882a9535f648cc7733654b,574.3531719626266
91715815e6d1a2fd369379aa2451e4d535f000ad,567.898984246102
2115290fb8b1c9fc160b6e549f85a153b0a692c8,588.2302674048948
2906a09bb43da5e4eda2de256e3a34e066ca095e,551.5574677882238
ad3508af3f8624b3c33134fe64d3f6a005521f89,535.7332597085012
515ac06f939efc95ad2d977642d02dfbd4f3d7b8,558.8365205407658
116e49b21d5e738a4c69465bf20533a7fd585387,551.4769164784672
0e6b6abfde009866bf29522e6b259475b73ecb1e,556.5851643000028
dd9472d01c77816f50f6fa6dfb64b8b382e4cc08,565.4478812973919
6d41a385fc1d420b929a7cd7c19be02266c97842,543.1871394486615
fe1d5e20196d946c045d658dbd81de762c858bba,561.1235855327785
726af52ecc5309864376cfbb79843e4d9bc67eb0,556.4264175921844
859a7c3966999ba2d1fc4ed84e2fe4470b8cf795,572.8360391486596
ee5f9994df3331cf0df76303584bab4070a28d0d,542.1298227350915
1d99cb01ecdaad2f21bb9538a57ac91823744125,552.7142913041926
8bbd77d56ec15ba40e5ac404c0bc94869ec363cf,579.9574616582884
1b24de7ad1184ad4a97f373e876b96eea61c6b17,542.8908517846859
da0d4b43fd0c5896ab67944d72aa269aa842668e,566.4016086015762
bc2cbc1470b13023cae4e0b171970c29eab5f8af,558.0061046020584
0858ed38f44ef60f451b7a7fa78c0ebc08447ea0,568.9674370653265
e0f8eafa7e05ffe82d65a6d67026fb8bdcd13a37,553.9966999162162
47e8256128b8451f996f90e19fef736fc88f674d,545.8537557246483
fd07d9a0ce6516e599c6aa77812d11b2e9a74d88,552.9423591503855
0d46f75ddcee3b4587305b7316f53d3a3c149bdf,543.550390600065
793d1bfef9d9f220421ffb7b334d6cc0bd005a59,540.2175962176638
8524fd62bdb022c65d047b3ac586b5c17e34953f,536.0458911010212
da3e65bf356c83ae8b3d572a791a96b8dfdaae63,544.5124567580131
95ced045710caddbab17dd0552eed9f15d76b4b8,573.5714374998474
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,543.1620588484038
2b3061ad2a0578e77b7ff7fa71161138e4cc03cb,524.6890586977124
88c869a5bb6c1f4e707fb69493e05a22dd92114c,553.9542177507619
46a697f4c8e3f21cde73ea82e859032ba778c4a7,549.6246780199343
10d22971ca4f53fc62d02905809ff1c37fbb68fc,581.7344878462055
c063002d93b60b03895b07efdfb49981c0aa74cf,554.870997451081
6939ee2ff992ac6b7443a9cff18f25eeafe6b67a,556.0241948550888
2378556841bc8d5746f2b94d6adefc2db20f9518,538.2324400653231
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,558.112800507641
4a253bbcf7e17c90aecb75eea040527f8493ecbf,527.8229398449951
535636c1160aa647a3d7e68572558f530b844417,542.3887717983671
66896dc54ae32966134ba7d460c3e08bf71da3c8,546.5437418431649
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,567.3361467060095
991f7e20c95b8ccfe1e778cc46271298255ef03c,545.5697714678797
437bd626c4f6a5b3a9827482e95a9e7398a63b68,520.4261310844537
df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,564.7864412633136
ca94ed77f4953624bffb08700c110fc332779946,539.8253762945005
e4220a05813204f233d232a847cf24d60fc460c0,557.854535152741
6f21c64bbe0cd15e83ee8885e2f296091aabc1e7,532.9153752291168
c85e93f1120d70996652a6f6dff686f057a722a6,552.2697991250893
663c2dda7fa3e28f064f114939848136166bac3b,551.3140664775208
f9ef2695eb0986666093945894b8f2fee351bf22,541.7656801270838
bce711a004527400034e68bfc44f549f24d23904,536.3395252275357
9fc249e4d6dece656c8796d34208d45dc535c3a7,558.7416881973321
71de0cdc43b211f80f863f8a89de3b2206eb6ed6,556.1158133789468
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,524.9212881766246
ef45345bb0b4a09db3155554390d1e2557609f42,555.9063207456314
b2e5a9e7f53f8f9a8078a5bee7ec6a981a95856a,523.215342177472
9f6910d4aab78f96cef427cf074f9b069bc6c857,539.5591488146707
0a96d84d3a96fc714d88ad71f9a4ca0ddca7c59f,531.2149171284152
d25c087f96c3997d6328b953d4a710d27ef5838a,550.1339380336684
bdc86b3f02e4ea6f4e90f2a9b383caa5455c8ac5,552.4297180418904
be2efc5d7aac68e406e259efd6a1383b0535d030,553.0384053947085
7bbabf49e36a82e80d3d2d0e3b88b9e32e352c72,506.1055037604
4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,543.1455852627238
31b7a6f4a7402a43e668a2c7ced72e1a14bc1d79,533.1936676154098
9f8d3b5c8003823b00814d8650478f4a4123310e,548.8362898883227
68985fad004092956a4b4ce94dd53dc76d07eaf7,521.407220261858
4b087a8143279d52ae9e2d5e032c6b63489c2fca,554.0258014540665
e3efa0301e38194794029570893c16ea30753027,557.5386222431224
c5994a51d6c24ee4360aee344cebf55bd01c39e3,540.9992927778346
fcbb70ca92286a3f10f6bb090135b4a5adbc3f11,562.5328364942472
9374367408d6d3a00bd23fafb447f0fe9800b278,547.7910204073185
06dcdcbccf054a131e22e893c4ef13c5c55e95c6,553.2903548559025
969078baa9152bbc7c745ad66ee6062cd13a6d95,518.6581889940921
d27c9db60d09e5a5613768c6fc86e004791982c9,558.8428615311711
ee4bb115f15bd578cd5b1ac2bb299fb7b0b61fbe,552.1177608439294
cc8794762ffa592758b5117d67e0d02e2e8b9c49,544.1728853604616
ae74666fdb53a31eabb98ff1f8be09c01d3c90d9,531.0269581346473
